id,message,expected_intent,predicted_intent,confidence,decision,expected_action,retrieved_evidence,generated_reply,failure_type,notes
gold_170,My lawyer is drafting a lawsuit for breach of contract and deceptive trade practices.,complaint_escalation,complaint_escalation,0.2402,ESCALATE,ESCALATE,[ev_0002] sim=0.58,We've routed your inquiry to a specialized human support agent. Reason: Detected legal threat or regulatory complaint language (attorney/lawsuit/court/FTC/BBB). | Classifier intent confidence (0.24) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).,NONE,Lawsuit threat; legal risk trigger.
gold_171,Your delivery driver cursed at my wife and shoved our gate!,complaint_escalation,delivery_delay,0.7472,ESCALATE,ESCALATE,[ev_0009] sim=0.56,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.56 < threshold 0.60).,MISCLASSIFIED_INTENT,Physical altercation / driver hostility.
gold_172,I have been a loyal Prime member for 14 years and you treat me like garbage.,complaint_escalation,complaint_escalation,0.3528,ESCALATE,AUTO_HANDLE,[ev_0016] sim=0.56,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.35) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.56 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,General venting; can be empathetic support auto-handled with standard DM invite.
gold_173,Worst service I have ever experienced in my entire life.,complaint_escalation,complaint_escalation,0.8174,ESCALATE,AUTO_HANDLE,[ev_0000] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Generic dissatisfaction expression.
gold_174,If this is not resolved within 1 hour I will make sure this goes viral on TikTok and Twitter.,complaint_escalation,product_question,0.4378,ESCALATE,ESCALATE,[ev_0014] sim=0.62,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.44) is below policy threshold (0.65).,MISCLASSIFIED_INTENT,PR viral threat.
gold_175,An agent promised me a compensation credit in writing and now another agent says that agent lied.,complaint_escalation,complaint_escalation,0.8287,ESCALATE,ESCALATE,[ev_0005] sim=0.58,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).,NONE,Agent dispute / broken promise.
gold_176,This company is a complete scam and thieves!,complaint_escalation,complaint_escalation,0.7658,ESCALATE,AUTO_HANDLE,[ev_0002] sim=0.62,"We've routed your inquiry to a specialized human support agent. Reason: Detected potential financial fraud, chargeback warning, or compromised account indicator.",OVERCONSERVATIVE_ESCALATION,Standard social media venting.
gold_177,I will contact local consumer protection bureau unless an account manager calls me.,complaint_escalation,refund_request,0.4372,ESCALATE,ESCALATE,[ev_0016] sim=0.58,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.44) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).,MISCLASSIFIED_INTENT,Consumer protection escalation threat.
gold_178,I am utterly disgusted with the lack of help from your chat bots.,complaint_escalation,damaged_item,0.3623,ESCALATE,AUTO_HANDLE,[ev_0005] sim=0.56,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.36) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.56 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,"Bot dissatisfaction, auto-route to human DM."
gold_179,Your warehouse sent dangerous contaminated products and refused to apologize.,complaint_escalation,complaint_escalation,0.1993,ESCALATE,ESCALATE,[ev_0005] sim=0.57,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.20) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.57 < threshold 0.60).,NONE,Contamination hazard complaint.
gold_180,Three weeks of waiting and 10 phone calls with zero resolution.,complaint_escalation,unknown_other,0.2554,ESCALATE,ESCALATE,[ev_0009] sim=0.56,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.26) is below policy threshold (0.65). | Customer issue could not be mapped to any established brand support intent. | No sufficiently verified historical brand resolution retrieved (top similarity 0.56 < threshold 0.60).,MISCLASSIFIED_INTENT,Chronic unresolved ticket.
gold_181,Rep was rude and unhelpful.,complaint_escalation,complaint_escalation,0.9551,ESCALATE,AUTO_HANDLE,[ev_0009] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Brief agent complaint.
gold_182,Horrible experience today.,complaint_escalation,complaint_escalation,0.9454,ESCALATE,AUTO_HANDLE,[ev_0005] sim=0.59,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.59 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Short negative feedback.
gold_183,"I need a senior escalation specialist, not Tier 1 support.",complaint_escalation,complaint_escalation,0.6579,ESCALATE,ESCALATE,[ev_0024] sim=0.57,We've routed your inquiry to a specialized human support agent. Reason: No sufficiently verified historical brand resolution retrieved (top similarity 0.57 < threshold 0.60).,NONE,Senior tier demand.
gold_184,"Cancel everything and delete my profile, I'm never shopping here again.",complaint_escalation,delivery_delay,0.55,ESCALATE,AUTO_HANDLE,[ev_0019] sim=0.56,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.55) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.56 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Angry churn threat.
gold_185,Disgraceful support.,complaint_escalation,delivery_delay,0.4119,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.41) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Short complaint.
gold_186,Hello is anyone there today?,unknown_other,unknown_other,0.9987,ESCALATE,AUTO_HANDLE,[ev_0004] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: Customer issue could not be mapped to any established brand support intent. | No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Greeting with no support context.
gold_187,"Just wanted to say shoutout to whoever packed my order, great job!",unknown_other,unknown_other,0.8092,ESCALATE,AUTO_HANDLE,[ev_0016] sim=0.62,We've routed your inquiry to a specialized human support agent. Reason: Customer issue could not be mapped to any established brand support intent.,OVERCONSERVATIVE_ESCALATION,Compliment / positive feedback.
gold_188,Can you guys sell pet tigers in the future? Asking for a friend haha.,unknown_other,cancellation_request,0.2818,ESCALATE,AUTO_HANDLE,[ev_0016] sim=0.59,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.28) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.59 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Joke / nonsensical inquiry.
gold_189,What is the meaning of life?,unknown_other,return_policy_inquiry,0.3763,ESCALATE,AUTO_HANDLE,[ev_0002] sim=0.62,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.38) is below policy threshold (0.65).,INTENT_AND_ACTION_MISMATCH,Philosophical query.
gold_190,Testing 1 2 3.,unknown_other,unknown_other,0.869,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: Customer issue could not be mapped to any established brand support intent. | No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Test message.
gold_191,Good morning team!,unknown_other,unknown_other,0.7557,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: Customer issue could not be mapped to any established brand support intent. | No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Morning greeting.
gold_192,Why is the sky blue?,unknown_other,return_policy_inquiry,0.1777,ESCALATE,AUTO_HANDLE,[ev_0002] sim=0.62,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.18) is below policy threshold (0.65).,INTENT_AND_ACTION_MISMATCH,Out of domain trivia.
gold_193,👍,unknown_other,unknown_other,0.1211,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.12) is below policy threshold (0.65). | Customer issue could not be mapped to any established brand support intent. | No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Single emoji.
gold_194,Anybody working right now?,unknown_other,damaged_item,0.541,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.54) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Availability check.
gold_195,Check your DMs please.,unknown_other,complaint_escalation,0.2914,ESCALATE,AUTO_HANDLE,[ev_0023] sim=0.60,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.29) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.60 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Meta DM notification without topic.
gold_196,Hey,unknown_other,unknown_other,0.9735,ESCALATE,AUTO_HANDLE,[ev_0024] sim=0.58,We've routed your inquiry to a specialized human support agent. Reason: Customer issue could not be mapped to any established brand support intent. | No sufficiently verified historical brand resolution retrieved (top similarity 0.58 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,One word greeting.
gold_197,asdfghjk,unknown_other,product_question,0.1521,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.15) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Gibberish string.
gold_198,Do you like pineapple on pizza?,unknown_other,cancellation_request,0.1973,ESCALATE,AUTO_HANDLE,[ev_0025] sim=0.56,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.20) is below policy threshold (0.65). | No sufficiently verified historical brand resolution retrieved (top similarity 0.56 < threshold 0.60).,INTENT_AND_ACTION_MISMATCH,Casual banter.
gold_199,Can someone help me?,unknown_other,cancellation_request,0.3613,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.66,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.36) is below policy threshold (0.65).,INTENT_AND_ACTION_MISMATCH,Vague help plea with no topic.
gold_200,?,unknown_other,unknown_other,0.1211,ESCALATE,AUTO_HANDLE,[ev_0034] sim=0.00,We've routed your inquiry to a specialized human support agent. Reason: Classifier intent confidence (0.12) is below policy threshold (0.65). | Customer issue could not be mapped to any established brand support intent. | No sufficiently verified historical brand resolution retrieved (top similarity 0.00 < threshold 0.60).,OVERCONSERVATIVE_ESCALATION,Single punctuation mark.
